Title,profileName,rating,review
Ruled Britannia,Harriet Klausner,5,"On an earth that never was but could have been, The Spanish Armada was triumphant and landed in England. Queen Elizabeth was sent to the London Tower and King Phillip II of Spain's daughter Isabella and her husband Albert rule the land, forcing the Protestants into hiding and making Catholicism the state religion. Spanish soldiers are an army of occupation and the English Inquisition is a powerful instrument of the church.William Shakespeare is not a political man. All he wants to do is have his plays produced for the masses to see. Will is approached by Sir William Cecil, Elizabeth's prime advisor to write a play that will appeal to England's sense of patriotism so that they will, when called upon, overthrow their Spanish masters. Will rises to the occasion and begins writing a drama while knowing that one mistake will mean his and the troupe's death by the flames.RULED BRITANNIA is a fascinating stand-alone work of alternate history as Harry Turtledove departs from his American opus to provide a compelling work that is believable and shows what might have been if the storm and Drake had not caused havoc on the Armada. Using William Shakespeare as the hero and the reluctant catalyst to signal the beginning of the revolution is an inspired plot device, one that guarantees reader interest for more than just Mr. Turtledove's legion of fans.Harriet Klausner"
Barney's Version,A Customer,5,"I really enjoyed this book. It is well written,the characters are great, and I found myselflaughing out loud while reading it. It is thebest book I have read this year. The endingis one of the best yet!"
"Die in Plain Sight : A Novel of Suspense (LOWELL, ELIZABETH)",Harriet Klausner,4,"In California, renowned artist Susa Donavon will paint a canvas in front of an audience. Her work will be auctioned as part of raising money for the Friends of Moreno County. Additionally Susa will appraise any works brought in by patrons of the arts with the money raised also donated to the Friends of Moreno County.Art buyer and artist Lacey Quinn brings in paintings done by her late grandfather in the 1920s for Susa to evaluate. Susa feels that the works owned by Lacey are from highly regarded plein air artist Lewis Marten. Though she doubts it, Lacey, already interested in the life of her relative, cannot resist researching the darker portrayals of murder, but soon finds evidence that the homicides occurred and that history repeats itself.Insight into the California art scene adds a taste of reality to a suspense-laden tale. The heroine is a delight as she seeks her place feeling like the outsider in her family especially when compared to her two siblings. The murder mystery is thirty plus years old with frozen tundra trails yet Lacey relatively easily solves them, which takes credibility away from a well written fun story that readers will still value.Harriet Klausner"
"Whitney, My Love",CoffeeGurl,4,"Based on the two- and one-star reviews here, I expected something atrocious with this effort. That wasn't the case for me. Whitney, My Love is full of McNaught's signature romance with the proverbial imperfect hero. I won't go all out and call Clayton an anti-hero, for he is a kind and gentle person for most of the novel, but since I read Once and Always before this one, Clayton to me is a boy scout compared to Jason Fielding. Having said that, I will continue to give my take on the author's first novel as soon as I give a brief synopsis of the same. Whitney Stone isn't like the other girls. She is rebellious, adventurous and full of spirit. For years, she's had a crush on Paul Sevarin and is convinced that she will win his heart once she returns to England after staying with her aunt and uncle in France, where she refines herself and becomes a proper young lady. She becomes all the rage in Paris society, where she wins the devotion of various suitors, one of which is the adorable Nicholas DuVille, but she only wants Paul in her life. What Whitney doesn't know is that a man has set his eyes on her and is willing to do anything to obtain her. And that is how Clayton Westmoreland, Duke of Claymore, pays off Whitney's father's many debts in exchange for her hand in marriage. However, it won't be easy to convince Whitney that he is the one for her, not when he has more competition for her heart than he'd bargained for. There are many twists throughout the novel.The novel has excellent story development in that we read about Whitney's growth from being a tomboy to becoming a spirited beauty. There is also a lot of development as far as Whitney and Clayton's feelings for each other are concerned. Clayton is the signature McNaught alpha male in which he is bossy, selfish, arrogant, temperamental as well as love struck and sensual. I have always thought that the heroes' tempers in McNaught novels are a bit over the top, and that is no exception here. The scene in which he takes Whitney to his bedroom and does some rather disgusting and degrading things to her disturbed me because he chooses to believe things about her before talking to her about them first. The misunderstandings here are hard to believe because they illustrate the lack of faith the hero has for the woman he supposedly loves and adores above anything and everyone. I know there was little to no communication between spouses in nineteenth century, but even then I'm sure he would have approached his fiancee/wife and asked, ""Is so and so true?"" before he practically rapes her and subjects her to all sorts of abuse. The second misunderstanding is the worst one in my opinion because he'd had lived with her and gotten to know her better and still he jumps to conclusions. Those scenes are difficult to stomach. He is far too cruel to Whitney. I see that this paperback is a re-written edition in which the author makes some changes and eliminates some of Clayton's violent outbursts. I for one am glad Ms. McNaught decided to spare her new readers from that sort of thing. Alas, I still like Clayton because he truly loves Whitney and is a great hero in spite of his stupidity. Whitney is the trademark McNaught heroine in which she is spirited, quick-witted and almost perfect. She does some annoying things of her own, but the aforementioned things were fine with me if they meant rebelling against the arrogant hero. I love the overall fluidity of the story and I adored the secondary characters as well, especially Stephen (I am so looking forward to reading Until You), Nicholas, Emily and Clayton's mother. And I love the references about the first Duke of Claymore, Royce Westmoreland and his wife Jennifer, the protagonists of the stand-alone prequel called A Kingdom of Dreams, which I've already read and loved. All in all, I enjoyed Whitney, My Love. This isn't my favorite McNaught novel though. This one will get four stars instead of five ones because there is a fundamental flaw in the storyline that centers on the hero's lack of faith in the heroine for no other reason than his being hot-tempered and having passionate-bordering-on-obsessive feelings for Whitney. The aforementioned feelings from a hero could be quite romantic, but not when extreme violence is put into the mixture. That should never be the basis for a love story. McNaught uses the same pattern in her novels (misunderstandings and lack of communication), but at least the characters in the other novels I've read had stronger, more palpable reasons for their behavior. Alas, I nevertheless enjoyed this novel and recommend it very much. And I do agree to a certain degree with the five- and four-star reviewers that say that this novel is a classic."
"Jinxed (Regan Reilly Mysteries, No. 6)",Harriet Klausner,4,"Regan Reilly and her boy friend Jack ""not related"" Reilly visit the California wine country until he has to return to his work as the head of the NYPD Major Cases Squad. Private sleuth Regan goes back to her office in Los Angeles. Almost the moment she arrives at work, Regan receives a call from the Weldon siblings, who she met when she and Jack toured their winery. Apparently their ninety-six going on ninety-three years old stepmother, former silent screen star Lucretia Standish, is getting married once again. If the Weldon trio plus the daughter of one of them all attend the ceremony, Lucretia will give them two million dollars each; if even one fails to show up they receive zero. The Weldons hire Regan to find the daughter off on one of her vanishing act weekends.Regan begins investigating and receives help from Jack via email. However, the forty something groom has other plans for his fiancee's money, which include leaving the Weldons with nothing. If it means killing a detective to insure a Weldon fails to appear so be it.JINXED is an action-packed thriller that moves at the speed of light, which leads to a fun time for the audience if one does not mind escapist cerebral cotton candy. The story line is fluff yet the audience will enjoy every page of it and most will finish in one sitting. Regan is a wonderful protagonist while readers will find the antics of the support cast quite pleasant and amusing. Carol Higgins Clark does what she does best entertain her fans.Harriet Klausner"
Nowhere Else on Earth,Harriet Klausner,5,"In 1864 Scuffletown, many mixed-breed descendants of the native Lumbee Indian Tribe laboriously toil at the turpentine business. The group is extremely poor but work hard to help their families survive. Living nearby are wealthy and powerful Scottish plantation owners who still own black slaves. As the Civil War winds down, the residents of Scuffletown struggle with the Home Guard that conscripts their young males into building for the Confederacy. The Union soldiers are as ugly to town residents. The townsfolk want the war to go away so they can move on with their lives.For defying the Confederacy, local citizen Henry Lowrie and some other men hide in the nearby swamps to escape his fellow Carolinians wrath. Eventually, Henry turns to robbery to survive and ultimately is accused of murder. As Henry makes love with teenager Rhoda Strong, his gentle father is hung as retribution for Henry's actions. He seeks revenge, but finds time to marry his beloved Rhoda before fleeing from the area during Reconstruction.NOWHERE ELSE ON EARTH is an incredible accomplishment that showcases the talent of Josephine Humphreys. Rhoda narrates the story line as she looks back over the years to the havoc caused by the Civil War and the Reconstruction on her indigent people. The characters are fully developed especially the interrelationships in which race rules even amidst the Northern Army. The insightful plot provides a unique look at the Civil War that allows readers to grasp the torment yet valor of a small group under siege from all sides. Ms. Humphreys uses historical facts to bring to life a People during an era when the rights of a small minority are trampled.Harriet Klausner"
Saint Vidicon To The Rescue,Harriet Klausner,5,"The Catholic Church is poor with members leaving every day to join Reverend Sun's organization. In one last desperate measure, the pope goes on television to show why the church must survive. The equipment they use to televise the pontiff is old but Father Vidicon repairs the apparatus until he receives a shock and dies; thanks to his perseverance the show went on and the church is saved.People pray to Father Vidicon, who they want to make a saint, to help them when Finagles General Principle operates in their lives. Father Vidicon who is fighting the minions of the imp of the perverse is busy answering all prayers. His solution is to find an assistant who is smart and to help those who need some spiritual help. He contacts computer technician Tony Ricci threw his writings on the computer screen directing him where to go to help people in need. In return Father Vidicon gives advice to Tony about the woman to loves who he met when company's computers were showing the writings of Father Vidicon.Christopher Stasheff, the author of the famous warlock series, uses a contemporary setting but with the same humor in his latest work, SAINT VIDICON TO THE RESCUE. This novel is really a series of vignettes where Tony or Father Vidicon are helping people who are entangled with Finagles General Principle and Murphy's law. The spirit and the man communicate through dreams and a computer. When Tony works on solving a prayer he is a spirit that can become any size he chooses to get the job done. This is a stand alone book that will please fans of this talented author."
Maggie's Hope,A Customer,5,"Maggie's Hope is a great summer read, specially on the beach! Reading about these robust, hearty women dealing with and overcoming hardships that we can relate to even in modern times, has given me hope that life today ain't all that bad considering the 'good old days'. There are some good characters I loved to hate but I won't say more... Too bad it isn't a paperback, but it's still worth the money."
Devil's Bride (Cynster Novels),A Customer,1,WARNING! This book suffers from being overly descriptive. This author apparantly just bought a new thesaurus and thought she should use every word in it. It is about a good a book as you would expect from an author who names her hero something so incredibly stupid as DEVIL.
Ode to a Banker,Harriet Klausner,5,"In 74 AD informer Marcus Didius Falco (in modern terms this means he is a private investigator) believes he is a talented poet. After giving a reading of his works, an employee of Aurelius Chrysippus approaches Marcus to inform him that his master, banker and owner of a scriptorium, enjoys his poetry and wants to see it published. An elated Marcus arranges to meet with Aurelius.However, his euphoria quickly ends when Falco soon learns that Aurelius expects payment for publication. Disappointed and disgusted, Falco leaves. Not long afterward, Falco learns that someone killed Aurelius shortly after their meeting. Falco is hired to find the killer, which proves arduous because the victim made so many enemies that his anti-fan club could fill the Coliseum with SRO.The twelfth Falco Ancient Rome mystery shows how the readers how the Romans feel about Greeks, banking, and publishing. In many ways, this entry is written tongue in cheek as Lindsey Davis satirizes publishing, banking, and detectives. Thus the audience obtains an educated, humorous and well-written who-done-it that retains a freshness not all series have when they reach the twelth plateau.Harriet Klausner"
Safe Harbor,Harriet Klausner,4,"When they were younger, Dana and Lily taught sailing in Newport. Dana also painted oceanscapes as she dreamed of becoming an artist. The siblings even saved the life of student Sam Trevor, who vowed to keep his two females saviors safe from harm.Over two decades later, Dana is sailing the seven seas painting wherever she goes. Lily married Mark and they have two preteen children. However, the world turns upside down when Lily and Mark drown and Dana comes home to raise her two nieces struggling with their sudden loss. Dana, also grappling with her sibling's death, wonders how to raise two grieving preadolescents when Sam, an oceanography professor at Yale, enters her life again. Sam remembers his youthful pledge to the sisters and provides mental and logistical support to Dana especially with trying to understand the mystery of how two-experienced ""Mer"" people drown. As they begin to fall in love, Dana must overcome her fear of commitment and her problems with being several years older than her former student is if they are to form a permanent relationship.SAFE HARBOR is a safe bet for readers who relish a relationship drama with a bit of mystery and the convalescing power of love. The story line breezes forward through the actions of the three dimensional key cast members especially the lead characters and the two children. Fans of ocean air, sandy beaches, and a top rate romance will enjoy Luanne Rice's latest offering.Harriet Klausner"
The Pink Ghetto,Harriet Klausner,5,"Needing to find a job quickly since her former employer Sylvie Arnaud suffered a heart attack which led to her state of unemployment; Rebecca Abbot seeks work even if it means no feather boas on the job. She enhances her resume, which helps plus the magic of Sylvie as her last boss scores Rebecca an associate editing job at Candlelight Books though she has no experience with publishing, romance in or out of novels (the firm's prime genre), or editing. She does have a lot of enthusiasm and energy so she dives head first into her new vocation with plans to learn on the job rather quickly so that she can be the best at what she is supposed to do (whatever that is).However, as she tries to learn her new trade in Midtown Manhattan, she gets an education in trust as her peers and her former boyfriend backstab her. Still she does her best and is beginning to learn the ropes though she still struggles with waistline office politics even as she helps her former employer Sylvie with a crisis leading to Inventing My Life and Luke.This satirical chick lit tale enables the audience to see a different side of the publishing world from the perspective of editor competition within a company. Rebecca is a terrific prime protagonist who learns the hard way how one can end up below the food chain in the office ooze if one is not careful of protecting your back; waistline politics can destroy your career. Liz Ireland provides a delightful character study that romance readers will enjoy.Harriet Klausner"
Small Gods,A Customer,5,"I've decided he's too good and too prolific for me to write a brand new review every single time I read one of his books. Discworld currently has 34 titles and every one of them will probably knock your socks off. His mind bubbles and flashes like a boiling pot of electric eels, and I simply can't get enough of his writing.A reviewer has compared him to Geoffrey Chaucer. He reminds me more of Douglas Adams, or perhaps S Morgenstern. Great company, isn't it? He's an extremely skillful and imaginative writer, damn funny, clever and observant to boot. He's also very easy to read. A master of characterization, and if there's anything else you like about reading that I didn't mention here, assume I simply forgot. He's awesome.Another reviewer mentioned Jonathan Swift and PG Wodehouse. Why such hallowed company? Because Pratchett belongs there! Truly, I'm enjoying my quest to read every book in the series. You should do the same, and begin your quest at the library because he's got to be there. He's awesome!Yet another reviewer said Jerome K Jerome meets Lord of the Rings. Yeah, that works too.Why do we, as reviewers, compare authors to other authors? Because it's easier than thinking. In the case of Terry Pratchett, it's probably because we'd otherwise wind up quoting the guy. He's so unique that we just don't know how else to cope with his greatness. Even this paragraph sounds like foamy drool raving, doesn't it? That's how all readers react to Pratchett. Reviewers simply don't have the good sense to keep it to themselves.I could call his writing fantasy, but I could likewise call what Douglas Adams wrote science fiction. In both cases, I wouldn't be wrong, but I'd be neglecting so much and just totally missing the point. A rare few authors transcend a genre to such a degree that you know they're shouting out, loud and proud, a big fat ""Bite me!""I love Terry Pratchett's writing, and I completely understand why some folks refer to him as their favorite author. Or favourite, I should say, since we're being British. He's one of those authors that makes you want to grab whoever's in hearing range and start reading passages aloud. I'm simply thrilled that there's such an extremely talented and prolific author who's been working for years without me being aware of him. Now I have much catching up to do, and I will love it."
Water of Death,Harriet Klausner,4,"In 2025, compared with the anarchy that surrounds it, Edinburgh remains a calm island of no crime. Though rationing is a way of life and entertainment only comes in the form of a festival for tourists, the clever City Council occupies the restless residents with a weekly lottery. How can individuals not play when a five-minute shower a day is a potential prize.However, a missing person interrupts the lottery nirvana when Kennedy, a winner, simply vanishes. Rumors spread quickly, and the concerned Edinburgh leadership hires private investigator Quint Dalrymple to quickly learn the truth. Before he can solve that case, murdered bodies begin to appear in the Leith, leaving the City Council in a panic, a city in fear, and a pressured Quint trying to stop a body count from growing any further.Award winning Paul Johnston's world is radically different from that of today. Global warming has reached extreme levels turning the climate into the Big Heat. Everything seems rationed and centrally controlled. Still Quint remains an interesting character with his obsession for the blues standing out in this drab world. Mr. Johnston brings in his full cast from the previous two books, but instead of the welcome return of old friends, this sends a clever story line spinning into chaos greater than his surrounding countryside. Doomsday fanatics will relish WATER OF DEATH and its predecessors for its descriptive look at an apparently dying society trying to survive. However, readers of other science fiction sub-genres will struggle with the plot's anarchy.Harriet Klausner"
